username,user id,access hash,name,group,group id
,1737300126,-592705494039380541,Gà,Coin98 Insights - Chat,1345645558
dungk44,1659708359,408152888938513476,Giap Dung,Coin98 Insights - Chat,1345645558
Gladonel,613457554,7974223868998646192,Gladonel,Coin98 Insights - Chat,1345645558
buithanhhonggiang,1034814407,-1295595665042425030,Giang Bui,Coin98 Insights - Chat,1345645558
giacatducryto,1545844685,-429411657203750199,Gia Cát Dự,Coin98 Insights - Chat,1345645558
,1368495148,-8149091051674406009,Gấu Bắc Cực,Coin98 Insights - Chat,1345645558
bi_an12,615277793,-628823768088947148,Gigi,Coin98 Insights - Chat,1345645558
,1131271210,245486948969073140,Bắt Đáy Thiếu Gia,Coin98 Insights - Chat,1345645558
giangnguyen986,1402985540,3654669951688533079,GIA NGUYEN,Coin98 Insights - Chat,1345645558
tathai,527009353,2044190323721442621,GaTa,Coin98 Insights - Chat,1345645558
dungpro123,960402746,1384515607294239481,GNUD,Coin98 Insights - Chat,1345645558
TrungQue3,879957396,5924719960817471531,Trung | Grandle,Coin98 Insights - Chat,1345645558
DoVanGan,444047777,-7046926149144238719,Gan Do,Coin98 Insights - Chat,1345645558
NGOCGIAU1000,1393954316,1344954863511299401,Giàu Ngọc,Coin98 Insights - Chat,1345645558
gomoonsoon,1326047325,3758398020745896149,Nabito,Coin98 Insights - Chat,1345645558
tututin999,1499985500,-2422603763708895230,Trung Gre,Coin98 Insights - Chat,1345645558
DienGia,1140251398,-4355572664298802866,Dien Gia,Coin98 Insights - Chat,1345645558
giangdh1992,1042320187,-557992040380378991,Giang Doan,Coin98 Insights - Chat,1345645558
bunnymax99,1274758106,3791444689247571531,Nguyen Gia Huy,Coin98 Insights - Chat,1345645558
goodwilltran,427136432,-6411288842320585250,Thiện Chí,Coin98 Insights - Chat,1345645558
Gsupporter,1112225318,-5537798878300260989,Captain Tony,Coin98 Insights - Chat,1345645558
,1497312495,2054088542175294802,Giang Đặng Trường,Coin98 Insights - Chat,1345645558
HuynhTho,1434006521,6779899126397622757,Huynh Goldsmith,Coin98 Insights - Chat,1345645558
lexuandoc,581956865,-3387258832072734708,Chuyen gia Du dinh,Coin98 Insights - Chat,1345645558
,734425268,3279041846503835036,Chuyên gia bán đáy,Coin98 Insights - Chat,1345645558
,1099168954,2125533378217341801,Garay,Coin98 Insights - Chat,1345645558
,1537557167,8218320428520696411,Ging A Tang,Coin98 Insights - Chat,1345645558
Tonnytuan,1744714130,6858774284254148751,GDUCKY GDUCKY,Coin98 Insights - Chat,1345645558
hoangphicro,1685834643,-1176616905895629914,Hoàng Phi Gloves,Coin98 Insights - Chat,1345645558
tony_vuong,1621348696,-3661553072883267745,Vương Gia,Coin98 Insights - Chat,1345645558
,1619246338,3090798892915682683,Newbie Ga_,Coin98 Insights - Chat,1345645558
gameheri,945708096,-1159657430795622341,Gamer,Coin98 Insights - Chat,1345645558
hoangviet2511,1617781765,-5504481843014135249,Near to galaxy,Coin98 Insights - Chat,1345645558
hoatructhien,463004353,3624775903975186892,Best Gồng Lỗ,Coin98 Insights - Chat,1345645558
hxdat789,1523255888,3096715577384777084,🦅 Gin,Coin98 Insights - Chat,1345645558
dontbegreedy93,427760078,2566892489737196,Don't be greedy,Coin98 Insights - Chat,1345645558
ducthe244,1146271076,648386135608050989,Apollo Gyter,Coin98 Insights - Chat,1345645558
dunguyen249,1431040882,-357300451657095557,BENJAMIN GRAHAM,Coin98 Insights - Chat,1345645558
pembe24,1676698267,3529574718913989782,Gonca Pembe,Coin98 Insights - Chat,1345645558
,1712307749,-4850080208685523645,🔱 HOÀNG VŨ - VƯƠNG GIA VŨ - 0777840119 - HAWKGROUP ⚜️,Coin98 Insights - Chat,1345645558
Thienlong01,1105725349,7213064883069342338,Go to moon. ^^,Coin98 Insights - Chat,1345645558
,1706946263,666113177199466877,Nguyễn Hoàng Giang,Coin98 Insights - Chat,1345645558
Giapbg,440094343,5888682370077876721,Bkv,Coin98 Insights - Chat,1345645558
tnct1405,869048241,2611352315290027318,Gh Pp,Coin98 Insights - Chat,1345645558
lgiat6,1397648697,-8876969952600028056,Lê Gia Đạt,Coin98 Insights - Chat,1345645558
dinhgiap15,1761542771,-6630513213951175166,Trần Đình Giáp,Coin98 Insights - Chat,1345645558
misatran,1334150926,6611096735752581757,Diw Gakso,Coin98 Insights - Chat,1345645558
phamgiang1809,1459076564,-8889534521249960044,Giang Pham,Coin98 Insights - Chat,1345645558
Giapphugia,413307846,-2082407345864952776,Giap Pham,Coin98 Insights - Chat,1345645558
lek57v,1348726930,-6847629286967629400,Apolo Gem,Coin98 Insights - Chat,1345645558
giapphann,1312108551,-7324914537698291226,phangiapbmt,Coin98 Insights - Chat,1345645558
luangdt,1381206007,6559034035935440920,Luan Gdt,Coin98 Insights - Chat,1345645558
,1002556625,-8821725276888802533,Gia Đức,Coin98 Insights - Chat,1345645558
,1189622116,3319938569029852814,Hoàng Gia,Coin98 Insights - Chat,1345645558
GauPro99,1150052941,-5271572650159688966,Trading Pro,Coin98 Insights - Chat,1345645558
goodluck1985,1285384061,7280730471834353330,Calmly Step Through,Coin98 Insights - Chat,1345645558
supergemcaptain,1793649583,-3393811687689973314,Gem Captain,Coin98 Insights - Chat,1345645558
,1718335890,-4459095021877803095,Georgia Leah,Coin98 Insights - Chat,1345645558
dbuso,1041348652,-194394846811758350,ĐOGE GANG,Coin98 Insights - Chat,1345645558
Battantruonggiang,255319721,-780581248968929390,Bất Tận Trường Giang,Coin98 Insights - Chat,1345645558
giaphiep,489883778,5462578438779902253,Badman,Coin98 Insights - Chat,1345645558
groupcoinfee,695180847,5168290833409250696,DONG DONG,Coin98 Insights - Chat,1345645558
giang21199z,1656550356,-1129222374484178750,Nguyen Giang,Coin98 Insights - Chat,1345645558
Kimgiagia,1461135765,5262973343114818415,Kim Gia,Coin98 Insights - Chat,1345645558
Glorysunny,473232846,4566671119924707163,Glorysunny,Coin98 Insights - Chat,1345645558
ForrestGumpformOcean13,787562325,2639706184288688102,Forrest Gump,Coin98 Insights - Chat,1345645558
nguyenthienmenh,1113433804,-2327023404011494469,Thiên Mệnh - Sgroup - Billion group,Coin98 Insights - Chat,1345645558
GIANGCRYPTO,850577757,-3218576061646326821,Phan Thanh Giang,Coin98 Insights - Chat,1345645558
hvquyet,1383386531,-2985354756639967443,HQ Galaxy,Coin98 Insights - Chat,1345645558
,1729482966,5992444312529089071,fsfs Gdhdh,Coin98 Insights - Chat,1345645558
Foxkiller2628,680947044,-7060506447749759223,Trí Gem,Coin98 Insights - Chat,1345645558
GiapTy,1271607094,-3691803000777410998,Lê Giáp Tý,Coin98 Insights - Chat,1345645558
gialinhnguyen,218384757,2761595673722322831,Calvin,Coin98 Insights - Chat,1345645558
longbelv,816030397,-6776544972156707787,Gọi a là là a gọi,Coin98 Insights - Chat,1345645558
,838061562,-4078181287825886680,Gia Long,Coin98 Insights - Chat,1345645558
mrwhiteez,1698699225,-231291594690188188,Thang Giap,Coin98 Insights - Chat,1345645558
Giang0971001686,446377202,-3239332121918794158,Trịnh Văn Giang ⭐,Coin98 Insights - Chat,1345645558
Ducmanhgroup,1121968169,-4996785749448563471,Group Duc manh,Coin98 Insights - Chat,1345645558
,843791067,425275965560015037,Gà,Coin98 Insights - Chat,1345645558
GLKS2122,253320428,2762935499590513248,Chung Tâm,Coin98 Insights - Chat,1345645558
Giagia68,639114332,-9038451741854670396,Gia Gia,Coin98 Insights - Chat,1345645558
,1112537693,-8071952962190713785,Hai GMS,Coin98 Insights - Chat,1345645558
giangth521999,1017396718,-6565658179759986170,Tito Dev,Coin98 Insights - Chat,1345645558
,1468025627,4705846894195835521,Thu Giang king bitono team,Coin98 Insights - Chat,1345645558
,923305565,7197940228880859216,Sang Lê. V - GROUP,Coin98 Insights - Chat,1345645558
soikazzz,1635559822,8632034370335554328,Gold QC,Coin98 Insights - Chat,1345645558
callmegon,925067454,-3080552947365064006,Gon,Coin98 Insights - Chat,1345645558
morningstar91,665075694,6399271344019652174,Tim Goat (Thành),Coin98 Insights - Chat,1345645558
hiepngo68,869810509,7452387189505727170,Chuyen Gia Du Dinh,Coin98 Insights - Chat,1345645558
hquanvu2096,1356618677,4231751270129386355,Gem to The Moon 🦄,Coin98 Insights - Chat,1345645558
Tonygiang162,1038100662,7521895169491293257,Tony Giang,Coin98 Insights - Chat,1345645558
giangltbt,1315085752,7113608151184080258,LE TRUONG GIANG,Coin98 Insights - Chat,1345645558
,1352658239,-3776004421926399092,Nghia Gia,Coin98 Insights - Chat,1345645558
GPham,1090305689,-4788530176335984831,Gordon Pham,Coin98 Insights - Chat,1345645558
giapducthang,889054764,-1640834002265764456,Thắng Đức,Coin98 Insights - Chat,1345645558
NguyenGiang579,1086636163,-3185042088908486661,Giang Nguyen,Coin98 Insights - Chat,1345645558
Thanhnm62,1536735780,1781292973855930049,Gấp đôi đến chết❌❌❌,Coin98 Insights - Chat,1345645558
,1210213857,1063963914909334522,George Soros,Coin98 Insights - Chat,1345645558
Lovetobelove9,1335394252,1360507334879285805,TEN GIRL NU,Coin98 Insights - Chat,1345645558
nhatdo888,645013957,4720561117819686595,"Nhật T. Đỗ GALAXY, ND38161",Coin98 Insights - Chat,1345645558
,1075685682,-3193371014455933934,🌟DTH🍀Đỗ Thắng🍀SKD_GROUP🌟,Coin98 Insights - Chat,1345645558
bao9999vp,1478398562,5400131998141265120,Phạm Gia Bảo,Coin98 Insights - Chat,1345645558
PhungGiang,724410872,7987360338273634686,Phùng Trường Giang 0972892752,Coin98 Insights - Chat,1345645558
nguyenphatHLS,1309496787,2136881195428428421,Nguyễn Phát | HLS GROUP,Coin98 Insights - Chat,1345645558
Cointrading0504,360937174,9048369374658128354,Huy Nguyễn | GTA Security,Coin98 Insights - Chat,1345645558
hoanggiang2401,1460599079,-2452394636430377716,HOÀNG GIANG,Coin98 Insights - Chat,1345645558
AnneGraceCrypto,1619356330,-3809615067396527073,Anne Grace,Coin98 Insights - Chat,1345645558
giaphuc1509,1699414798,-3250612228919258876,Gia Phuc Dang,Coin98 Insights - Chat,1345645558
,1649119032,-123166168367445547,Kod Gaugau,Coin98 Insights - Chat,1345645558
Phandame,1770814457,-6665464956673591390,Trần Phụng Giáp,Coin98 Insights - Chat,1345645558
Gozita,552397746,-6827826994447910498,Trinh La,Coin98 Insights - Chat,1345645558
,1717320477,-7329849095392958129,Gwenn Farley,Coin98 Insights - Chat,1345645558
,1668393881,-6556692285001870254,Gà,Coin98 Insights - Chat,1345645558
,1527364201,-5123547072759611624,Trường Giang,Coin98 Insights - Chat,1345645558
chuthanktoan,1638241257,7043403388080141103,Last Game,Coin98 Insights - Chat,1345645558
thegioile,947263476,7858923569120679205,Lee Gioi,Coin98 Insights - Chat,1345645558
,1631098086,-6637212441243718141,G B,Coin98 Insights - Chat,1345645558
ghenlolol,1747417835,-9134368391301431915,Lê Nam,Coin98 Insights - Chat,1345645558
trangiang1,763878276,4944527870845782599,Giang Trần,Coin98 Insights - Chat,1345645558
Duc_nguyen2108,1789039699,246517825669281448,Ducnguyen2108-Sgroup-Billion Group,Coin98 Insights - Chat,1345645558
Shinehoang,612608926,-3876614475069712881,Giang Hoàng -BD EXP- 0928454518,Coin98 Insights - Chat,1345645558
ladygaga368,379060206,-4701922750844143225,Lady Gaga,Coin98 Insights - Chat,1345645558
,799574088,4669723506166067149,lão gia,Coin98 Insights - Chat,1345645558
Giahuy92,1318942315,1126203003710150208,Max Lee,Coin98 Insights - Chat,1345645558
,1380847065,-5852558681758071467,Galess Nguyen,Coin98 Insights - Chat,1345645558
lllmyh,970581408,6156464640397887954,giang,Coin98 Insights - Chat,1345645558
Kieulovely55,1487080597,4332270189056232404,Gladys,Coin98 Insights - Chat,1345645558
,1731794274,-1597982914625678353,Trường Giang Trường Giang,Coin98 Insights - Chat,1345645558
khanhtoan615,1047833648,-6851806277559397782,Gấu Gold,Coin98 Insights - Chat,1345645558
khuong3110,1642664787,3464637775105552738,Gâu Gâu,Coin98 Insights - Chat,1345645558
Gint91,973370431,5057373161917348418,Như 1 cơn gió,Coin98 Insights - Chat,1345645558
gaogao21,1287314532,-4701705977479770072,Mr Bom,Coin98 Insights - Chat,1345645558
Kiddo1995,724011712,8748514337163435619,Gấu Tập Hold,Coin98 Insights - Chat,1345645558
garankfc,531550871,324473672389247397,Ga Quay,Coin98 Insights - Chat,1345645558
luugiahao,830641554,7305954392691416624,Gia Hào Lưu,Coin98 Insights - Chat,1345645558
Thompson098,1583839323,-4044356395633563596,Gemma Thompson,Coin98 Insights - Chat,1345645558
gametac9xnd,1672928304,-7517637308533445535,Dev,Coin98 Insights - Chat,1345645558
kmhmkh,1734050821,-2775764809410374829,Gye Bon-Hwa coin,Coin98 Insights - Chat,1345645558
Bitcointallk,1100778219,2289399666521551182,@fafcffacfff,Coin98 Insights - Chat,1345645558
,1684625809,-5435797946347647540,Frank,Coin98 Insights - Chat,1345645558
flashPA,592669390,7130094099102502383,Flash,Coin98 Insights - Chat,1345645558
,1413715668,9169278094655908543,C Fang,Coin98 Insights - Chat,1345645558
FalconAquarium,1474782798,7322891586214779430,Falcon Aquarium,Coin98 Insights - Chat,1345645558
TrinhCongAnh,1080544926,4367519792576377619,Felipe,Coin98 Insights - Chat,1345645558
txp759,771975667,6309935317617544149,Faker,Coin98 Insights - Chat,1345645558
Beam9999,436141689,8215497067778002014,Flow 21,Coin98 Insights - Chat,1345645558
Datt2121,1421908378,-3613535663185495720,Diamond Finger,Coin98 Insights - Chat,1345645558
fly2ersk1,1249526698,-2483994755355394025,Hieu Nguyen,Coin98 Insights - Chat,1345645558
,1411724222,7874256032666106048,Nguyen Forest,Coin98 Insights - Chat,1345645558
Dthang7,893920220,7293645252133461723,D Thang FMG,Coin98 Insights - Chat,1345645558
FIO111111,1180052924,7741289977520240967,Trọng Hưng ( 18 tuổi ),Coin98 Insights - Chat,1345645558
,1083196193,2820757923993185227,FAMY Bon,Coin98 Insights - Chat,1345645558
firsttn,537863455,-3641319402479640169,First TN,Coin98 Insights - Chat,1345645558
dorsiventral1902,1720329987,-357246395641285731,Cary Fuller,Coin98 Insights - Chat,1345645558
Fall7789,1296678072,-7450009058121964581,Thanh Thu,Coin98 Insights - Chat,1345645558
foredufee,1656649456,3199327500638746178,Tam Tam,Coin98 Insights - Chat,1345645558
hung_ferus,1486288867,-7080471571496665863,Hùng Trần,Coin98 Insights - Chat,1345645558
thangnguyen181,1579814320,5815972805138681424,Franky Enbravo,Coin98 Insights - Chat,1345645558
biettruoctuonglai,1549463045,-5188788516272128371,Nhà ngoại cảm FX,Coin98 Insights - Chat,1345645558
,1761821724,8576668337170828433,Bao Finance,Coin98 Insights - Chat,1345645558
tigerfat57,798459043,8691413350810089128,Tiger Fat,Coin98 Insights - Chat,1345645558
fututest,1058205474,2227596307523868143,Coin cap Bull,Coin98 Insights - Chat,1345645558
FrancisDuNguyen,766081108,-753146416766874252,Dự Nguyễn,Coin98 Insights - Chat,1345645558
FiveMilDollar,736466098,4838420117764260238,Lâm Kiệt,Coin98 Insights - Chat,1345645558
mangmobi,963680978,2121180570209557276,🌀Mr. Super FuHo🌀,Coin98 Insights - Chat,1345645558
Faragona1,1210026763,-5262961018564932332,Faragona,Coin98 Insights - Chat,1345645558
kendo123,454057101,7444247101300098487,Bruno Fernandes,Coin98 Insights - Chat,1345645558
Finn2019,1701969334,-8271851428034148449,Casper 10$ Mina 100$ 🤣🤣,Coin98 Insights - Chat,1345645558
,1127995473,-4150051809701760519,À la folie,Coin98 Insights - Chat,1345645558
hirohnguyen,941275903,2954172260901009242,Hieu Nguyen - Nguyễn Pump Family,Coin98 Insights - Chat,1345645558
Vinhdx,417140172,5693132693578644483,Mina follow Sol,Coin98 Insights - Chat,1345645558
,1647576435,-7597255913613989432,Farmer,Coin98 Insights - Chat,1345645558
Phongbk,636919741,2165212058968086782,Bk Phong | Mocktail.Finance,Coin98 Insights - Chat,1345645558
,1425636081,5850746771852757235,Big Foot,Coin98 Insights - Chat,1345645558
FangOAIZ,998606185,1432433009296496946,Cuội ♐,Coin98 Insights - Chat,1345645558
coffe2709,1110540906,5797261846362469833,Cà Phê - NOT Margin and Future ⚠️,Coin98 Insights - Chat,1345645558
hamzatew,1773941864,-3097855281435030103,Hamza Faizan,Coin98 Insights - Chat,1345645558
findgemstok3n,1195405681,-2440182738137385885,Bl4ck People,Coin98 Insights - Chat,1345645558
Hoangbay97,1657742646,2885068514478593211,Falcon ^_^,Coin98 Insights - Chat,1345645558
TRONNerd9999,498368662,1885754901150471649,CMNerd 10 figs,Coin98 Insights - Chat,1345645558
snowflower9x,860235741,1939140971995817194,Flower 🇻🇳 Snow,Coin98 Insights - Chat,1345645558
beanfotos,1441407524,8565890723981980458,BEAN FOTOS,Coin98 Insights - Chat,1345645558
daidd,550386447,-1782730852366086903,Dai Flow,Coin98 Insights - Chat,1345645558
,1318596402,-2939022392772954942,Marshall Flink,Coin98 Insights - Chat,1345645558
fbsupport05,1469713771,-8018834256979769436,Facebook,Coin98 Insights - Chat,1345645558
Ficatudotcom,968388954,7820886008030507072,Peter Pan,Coin98 Insights - Chat,1345645558
CFC2003,370804515,-5778704991121160516,C.F.C 2003,Coin98 Insights - Chat,1345645558
hungfuho,735334302,-8960428651563563435,Hùng Fuho,Coin98 Insights - Chat,1345645558
Farm91735,1770806992,-4601274672557014091,Farm Farm,Coin98 Insights - Chat,1345645558
,1564877374,-2694222563094599681,First Love,Coin98 Insights - Chat,1345645558
flashtmt,394581040,4357459213768299494,Flash,Coin98 Insights - Chat,1345645558
CleoCummerata,1435906592,-3936486063722599032,Hacker twiter+flow,Coin98 Insights - Chat,1345645558
forestchef,1432724816,8222207273893298980,Forest Chef,Coin98 Insights - Chat,1345645558
Anacatrine,1542361782,-4959648513940257997,Ana Catrine Fonteless,Coin98 Insights - Chat,1345645558
Boronkan,1020319262,-360526413931141229,F. Torres,Coin98 Insights - Chat,1345645558
,1754770991,330990795699733433,Tess Fenna,Coin98 Insights - Chat,1345645558
,1621239492,-8159000107702685234,ForteD,Coin98 Insights - Chat,1345645558
,802649368,-2079018482268084895,Frantliem,Coin98 Insights - Chat,1345645558
felixQNK,1639141981,-6536628489218515714,Felix,Coin98 Insights - Chat,1345645558
,976692777,1570573092552739744,Furong,Coin98 Insights - Chat,1345645558
fxdungnguyen,1288663397,6954396162339775318,Dung Nguyen,Coin98 Insights - Chat,1345645558
JustcallmeFelix,536831310,-2486384010930481152,Felix,Coin98 Insights - Chat,1345645558
Thai19,544082464,3353958450810335689,Shark Fire,Coin98 Insights - Chat,1345645558
,1258796356,-988998188409675579,Lee Free,Coin98 Insights - Chat,1345645558
Frankle007,393067158,-7599631916401185779,Frank Le,Coin98 Insights - Chat,1345645558
flopham,1761486590,3761873102723932823,FLO Pham,Coin98 Insights - Chat,1345645558
ndhoang208,1076364176,6113053564863372466,To The Moon 🌙🌙🌙 Fly,Coin98 Insights - Chat,1345645558
Fam_Hung,1797355688,-5764756795288422915,Fam Hung,Coin98 Insights - Chat,1345645558
finofantashi,904053830,4691362478604950060,Hung Hoang,Coin98 Insights - Chat,1345645558
felixtran2207,1316615870,7391411045090621701,Felix Tran,Coin98 Insights - Chat,1345645558
Thao831nhut,471922872,-3140470214764480949,"Săn kèo free,khỏi lo mất tiền",Coin98 Insights - Chat,1345645558
enol_flow,1321848431,369117387748068003,Enol Flow,Coin98 Insights - Chat,1345645558
ForcedFakeLaugh,1134969346,-3035717633518807774,Son Nguyen,Coin98 Insights - Chat,1345645558
fussedanthony,1493113676,-5435581645118589374,Anthony Blase,Coin98 Insights - Chat,1345645558
hainn,190426280,8222212886808784249,Hai Farmer,Coin98 Insights - Chat,1345645558
,1783114718,3230893875381709697,Fred Martins,Coin98 Insights - Chat,1345645558
,1482399900,1097969864468061633,Choy Fan,Coin98 Insights - Chat,1345645558
Kenny_Kai,1592798456,-2753893445154235387,Không Future,Coin98 Insights - Chat,1345645558
,1439383304,7559733976502792002,Fore Ver,Coin98 Insights - Chat,1345645558
fakret01,1146642384,-6818993375372312855,Fakret Mahmud,Coin98 Insights - Chat,1345645558
,1555208137,1765868554544823341,Felix Goodluck,Coin98 Insights - Chat,1345645558
,1790827958,1006442071563299185,F,Coin98 Insights - Chat,1345645558
,1725589657,9527034027488892,FiFx Support,Coin98 Insights - Chat,1345645558
fratspawky1y,827584860,6465986067891035259,Lo,Coin98 Insights - Chat,1345645558
futureoms,1427987301,-1965896022715422122,Bui Nhat,Coin98 Insights - Chat,1345645558
fgfrrrr,1791360767,-8838771621713725861,Job coin,Coin98 Insights - Chat,1345645558
,1136857291,6727503442920504569,Tyler Fallon,Coin98 Insights - Chat,1345645558
,1782817627,-4976574057188003856,Fresh Good,Coin98 Insights - Chat,1345645558
Khanh686868,1508909355,2879740329491401938,FINE Ngũ Độc Giáo,Coin98 Insights - Chat,1345645558
posersnotsTj,435546513,-8545679177918560334,Femke,Coin98 Insights - Chat,1345645558
,1727829461,-7136256867422927192,Fc,Coin98 Insights - Chat,1345645558
sforlong,655130596,-7436589964096756479,Sleep for long,Coin98 Insights - Chat,1345645558
FortressV,391921592,7798935636516324837,SpaceX,Coin98 Insights - Chat,1345645558
nghiadinh77,1305379658,-8969791712127452199,Torres Fernando,Coin98 Insights - Chat,1345645558
holdDAO,1467799616,447321369769840992,Stay hungry. Stay foolish (Steve Jobs ),Coin98 Insights - Chat,1345645558
,1727938580,-2326469284185667906,Fun Biz,Coin98 Insights - Chat,1345645558
,1766904015,-5447728870122006938,fan choy,Coin98 Insights - Chat,1345645558
fromHellToTheMoon,1628743334,-3318014123115575926,Trung Tran,Coin98 Insights - Chat,1345645558
Ferthz,464863870,839307545051789137,T Ng,Coin98 Insights - Chat,1345645558
,1691689602,8838164709036914578,Feelplay,Coin98 Insights - Chat,1345645558
realFalcon_11,699901205,-4408917713135469655,Falcon 11,Coin98 Insights - Chat,1345645558
JackFinancial,331330676,2034018754479075934,Jack Financial,Coin98 Insights - Chat,1345645558
NguyenFC1985,1651667321,23137656822550481,Nguyên FC,Coin98 Insights - Chat,1345645558
Fake99000,835718601,6783973703459097796,Anh 00,Coin98 Insights - Chat,1345645558
,1431565818,-6295119439942543903,Nguyên liệu FB-ADS,Coin98 Insights - Chat,1345645558
Fomochua,1480222628,-7042404982242675223,Fomo Chúa,Coin98 Insights - Chat,1345645558
,1341075714,5489597643857908616,Bill Fashion,Coin98 Insights - Chat,1345645558
claveditty6w,1401440598,112433699196796271,Faustine,Coin98 Insights - Chat,1345645558
Fanskyvn,646782678,4629953698620935504,MinhWuang,Coin98 Insights - Chat,1345645558
ForeverLovey,301288886,-7521868989856637618,Vuong Nguyen,Coin98 Insights - Chat,1345645558
Focus09,478422028,-6259535308402372095,focus09,Coin98 Insights - Chat,1345645558
,1782323771,-1781432655318335270,Crypto Forever,Coin98 Insights - Chat,1345645558
kateford,1320871741,-1329773991008275232,Katie Ford,Coin98 Insights - Chat,1345645558
Master_F0x,984097718,-8762210369925243817,Viet Nhat Ho,Coin98 Insights - Chat,1345645558
Phucngoinvest,847649112,-8984631888142758598,Funds MP’s,Coin98 Insights - Chat,1345645558
faker102,834396833,-6903562095719742578,Pham Hung,Coin98 Insights - Chat,1345645558
Frank00023,1584381051,7840794638813092457,ANDROID GEEKS,Coin98 Insights - Chat,1345645558
,737939594,-4861844667486726451,Funny09,Coin98 Insights - Chat,1345645558
Finn497,1157870158,-2745663104195995345,Finn,Coin98 Insights - Chat,1345645558
hiko_nhut,718763962,7569212912615080179,Nhut 💻 DEV FE,Coin98 Insights - Chat,1345645558
,1113643388,3286073440978790538,Fire Rô,Coin98 Insights - Chat,1345645558
FuhoJapan,467562277,9039036951810739386,🐚 - FuhoJapan,Coin98 Insights - Chat,1345645558
DuongHoa8888,1035932356,721246248729262351,Flower Sun,Coin98 Insights - Chat,1345645558
felixduog,1457339247,7608534141899691012,Felix Duog,Coin98 Insights - Chat,1345645558
vfrvsd,1428737846,-4066400128808678618,Filiberto Homenick,Coin98 Insights - Chat,1345645558
fgbnfgbfgbf,1482784212,2276653267779854912,Kylie Mosciski,Coin98 Insights - Chat,1345645558
fanxipan,994493830,-6169457471557000415,PHAN PHUOC DINH,Coin98 Insights - Chat,1345645558
,1079889253,-986952814991981926,Liian Fegas,Coin98 Insights - Chat,1345645558
fedex1712,1031161740,-8569606728536974995,Nguyễn Huy Đại,Coin98 Insights - Chat,1345645558
subsextuple_1924,1604149309,676074276928696824,Juan Fields,Coin98 Insights - Chat,1345645558
holdtodie5555,1197884709,6572411442539501700,To Moon Fly,Coin98 Insights - Chat,1345645558
Barney_Fahey,1102399527,-8478047025995851701,Barney Fahey David,Coin98 Insights - Chat,1345645558
H4FOREX_ADMIN,962656671,-5856615691786828079,Forex H4,Coin98 Insights - Chat,1345645558
FOLcoin,391082976,3960305017230965631,Peter Pham,Coin98 Insights - Chat,1345645558
atmflas,1407745476,3408145330890389314,atm flash,Coin98 Insights - Chat,1345645558
,1485407250,3439348675361259012,Annie Fidler,Coin98 Insights - Chat,1345645558
,1660989184,-2791953051027438448,Florence Franklin,Coin98 Insights - Chat,1345645558
dungdondap,409270993,7718519856429569434,Dung Exchange,Coin98 Insights - Chat,1345645558
ekquilibrium,1307119599,-1702670898814442357,EKQ,Coin98 Insights - Chat,1345645558
exiterp,1321902779,5527560040289490233,dyor candy,Coin98 Insights - Chat,1345645558
EqowazipojerYOciY,1770674534,5768304267600712073,Erlene Castaneda,Coin98 Insights - Chat,1345645558
thomasedison6886,1295137076,748439293273364649,Thomas Edison,Coin98 Insights - Chat,1345645558
,568092525,2273019983084488855,EasyLove,Coin98 Insights - Chat,1345645558
thomasnguyen1995,577533145,5943376623179265087,Edward Nguyen,Coin98 Insights - Chat,1345645558
,1640697751,-7023401421353047970,Eleanor Blick,Coin98 Insights - Chat,1345645558
ngocdo5,1615173564,-518988662296367106,Emma Do,Coin98 Insights - Chat,1345645558
,1374963730,-2817515797950364910,.... Cu Em 😎,Coin98 Insights - Chat,1345645558
,1605618397,-627216961801498202,Abcd Ègr,Coin98 Insights - Chat,1345645558
thiensuong,1607905990,395102023105811186,Huu Ly - ₑₓₚₑcₜ cₕₐₒₛ,Coin98 Insights - Chat,1345645558
bacthaydudinh,1168850802,6115241863868939409,Evo,Coin98 Insights - Chat,1345645558
Crazyeth10k,995215183,-5626973153086505444,Crazy Eth,Coin98 Insights - Chat,1345645558
EoTKay,1491734554,7498188588412466151,He',Coin98 Insights - Chat,1345645558
ngducduy,1304011913,7027445334623145376,Hà Nội Em Bé,Coin98 Insights - Chat,1345645558
,1455102523,-1609978931828165117,Ethan Hong,Coin98 Insights - Chat,1345645558
Hoangnl,679419472,-1478431445062384079,Em Trai 18 tuổi,Coin98 Insights - Chat,1345645558
Eagle0210,1440064526,7032594296509420911,Thành Trương,Coin98 Insights - Chat,1345645558
Thuluongusd,1765928678,4200310188581673268,Emma Ma,Coin98 Insights - Chat,1345645558
namnd1210,475351018,-2471996436271184461,N Elliott,Coin98 Insights - Chat,1345645558
,1613318994,4594506741722813037,El,Coin98 Insights - Chat,1345645558
emilymoonly,594457509,6749766635100075633,Moon,Coin98 Insights - Chat,1345645558
kuem111,424846797,6612626764190510687,Ku Em,Coin98 Insights - Chat,1345645558
EagSil,1118404961,-7723153148590689575,Sil Eag,Coin98 Insights - Chat,1345645558
ThanhTuan16,1490906745,-6360011384471600813,Tuấn Eno Evol,Coin98 Insights - Chat,1345645558
,405158815,7429718515823801776,ELISE LEE,Coin98 Insights - Chat,1345645558
Son_Euro,258794040,-1662394271444351613,Hong son,Coin98 Insights - Chat,1345645558
ttran215,251809877,-5882818266969938994,El Nino 🇻🇳,Coin98 Insights - Chat,1345645558
